datum	pilotaaz	helyezes	hiba	csapat	tipus	motor
1960.07.16	607	8		Yeoman Credit Racing Team	Cooper 	Climax 
1955.07.16	599		kuplung	Owen Racing Organisation	Maserati 	Maserati 
1955.06.05	111	6		Scuderia Ferrari	Ferrari 	Ferrari 
1957.09.08	448	6		Scuderia Ferrari	Lancia 	Lancia 
1950.05.21	118	7		Ecurie Belge	Talbot-Lago 	Talbot 
1951.07.01	1	11		Alfa Romeo SpA	Alfa 	Alfa 
1954.09.05	250	11			Maserati 	Maserati 
1960.09.04	355		üzemanyag		Maserati 	Maserati 
1957.07.07	432		motor	Officine Alfieri Maserati	Maserati 	Maserati 
1954.07.04	779	2		Daimler Benz AG	Mercedes 	Mercedes 
1951.10.28	550	6		Alfa Romeo SpA	Alfa 	Alfa 
1957.05.30	336		motor	Watson	Watson	Offenhauser 
1950.09.03	767		motor	Enrico Plate	Maserati 	Maserati 
1956.09.02	584	8		Scuderia Ferrari	Lancia 	Lancia 
1952.07.19	688		motor	Ecurie Ecosse	Cooper 	Bristol 
1955.09.11	287	6		Scuderia Ferrari	Ferrari 	Ferrari 
1956.05.13	316		karambol	Scuderia Ferrari	Lancia 	Lancia 
1957.07.20	606		kuplung	Officine Alfieri Maserati	Maserati 	Maserati 
1958.08.03	238		törés	Owen Racing Organisation	BRM 	BRM 
1958.07.19	597		kuplung	Cooper Car Company	Cooper 	Climax 
1951.09.16	42	1		Scuderia Ferrari	Ferrari 	Ferrari 
1959.08.02	19		sebességváltó	Team Lotus	Lotus 	Climax 
1956.05.13	111		túlhajtás	Vandervell Products Ltd	Vanwall	Vanwall 
1954.08.01	238	7			Maserati 	Maserati 
1950.05.30	555	18		Pete Wales	Kurtis 	Offenhauser 
1958.09.07	185		tûz	Owen Racing Organisation	BRM 	BRM 
1958.05.18	526		kizárták	OSCA Automobili	Osca	Osca
1954.10.24	238		sebességváltó		Maserati 	Maserati 
1954.10.24	606		törés	Equipe Gordini	Gordini 	Gordini 
1955.07.16	448	6		Scuderia Ferrari	Ferrari 	Ferrari 
1958.05.30	658		kizárták	Kurtis Kraft	Kurtis 	Offenhauser 
1954.10.24	595		motor	Ecurie Rosier	Ferrari 	Ferrari 
1958.05.30	196		karambol	Kurtis Kraft	Kurtis 	Offenhauser 
1958.05.18	499		sebességváltó	Cooper Car Company	Cooper 	Climax 
1960.05.30	482	13		Kuzma	Kuzma	Offenhauser 
1960.07.16	499		kormány	David Brown Corporation	Aston 	Aston 
1953.08.02	676	15			BMW 	BMW 
1957.05.19	499		kizárták	Owen Racing Organisation	BRM 	BRM 
1959.09.13	54		dugattyú	Scuderia Ferrari	Ferrari 	Ferrari 
1959.05.30	259	8		Leader Cards Inc	Kurtis 	Offenhauser 
1950.06.04	248		motor	Scuderia Ferrari	Ferrari 	Ferrari 
1955.05.22	655	8		Scuderia Ferrari	Ferrari 	Ferrari 
1953.07.05	701		kuplung	HW Motors	HWM	Alta 
1952.07.19	419	6		Scuderia Ferrari	Ferrari 	Ferrari 
1955.01.16	1	1		Daimler Benz AG	Mercedes 	Mercedes 
1957.05.30	713	14		Kuzma	Kuzma	Offenhauser 
1950.07.02	118		túlhajtás	Ecurie Belge	Talbot-Lago 	Talbot 
1954.09.05	780	6		Equipe Gordini	Gordini 	Gordini 
1959.12.12	19	5		Team Lotus	Lotus 	Climax 
1951.07.01	438		kipufogócsõ		Talbot-Lago 	Talbot 
1953.06.07	759	7		Ecurie Rosier	Ferrari 	Ferrari 
1960.07.16	553	15		Scuderia Castellotti	Cooper 	Castellotti 
1960.11.20	565	11		Fred Armbruster	Cooper 	Ferrari
1952.06.22	599		féltengely	HW Motors	HWM	Alta 
1952.08.17	371		olajnyomás		Connaught 	Lea 
1959.05.30	508		gyújtás	Leader Cards Inc	Kurtis 	Offenhauser 
1954.09.05	83	10		Officine Alfieri Maserati	Maserati 	Maserati 
1953.06.07	550	5			Maserati 	Maserati 
1952.05.18	738	8		Ecurie Richmond	Cooper 	Bristol 
1958.05.30	204		futómû	Kuzma	Kuzma	Offenhauser 
1953.05.30	33	9		JC Agajanian	Kurtis 	Offenhauser 
1955.07.16	523		kiesett	Rob Walker Racing Team	Connaught 	Alta 
1958.07.19	150		motor	Scuderia Ferrari	Ferrari 	Ferrari 
1959.12.12	83		sebességváltó	Rob Walker Racing Team	Cooper 	Climax 
1952.06.22	735	6		Ecurie Richmond	Cooper 	Bristol 
1951.05.27	42	6		Scuderia Ferrari	Ferrari 	Ferrari 
1953.09.13	617		motor	Scuderia Ferrari	Ferrari 	Ferrari 
1950.05.13	1		olajfolyás	Alfa Romeo SpA	Alfa 	Alfa 
1960.07.16	111	11		David Brown Corporation	Aston 	Aston 
1957.07.20	599		hûtés	Scuderia Ferrari	Lancia 	Lancia 
1960.11.20	273	7			Lotus 	Climax 
1950.05.30	81	21		Ludson Morris	Kurtis 	Offenhauser 
1950.07.02	759	6			Talbot-Lago 	Talbot 
1958.07.19	736		sebességváltó	Scuderia Centro Sud	Maserati 	Maserati 
1960.05.29	54	4		Yeoman Credit Racing Team	Cooper 	Climax 
1951.07.01	583	7			Talbot-Lago 	Talbot 
1959.07.05	185		motor	Owen Racing Organisation	BRM 	BRM 
1960.07.03	54		nem azonosított	Vandervell Products Ltd	Vanwall 	Vanwall 
1952.05.30	167	9		Tom Saraloff	Kurtis 	Offenhauser 
1956.07.14	584	10		Scuderia Ferrari	Lancia 	Lancia 
1951.09.16	111		motor	Equipe Gordini	Simca-Gordini 	Simca-Gordini 
1955.06.05	238		nem rajtolt el	Scuderia Ferrari	Ferrari 	Ferrari 
1951.07.29	118	11		Ecurie Belge	Talbot-Lago 	Talbot 
1959.08.02	178		kuplung	Cooper Car Company	Cooper 	Climax 
1957.08.04	140		kormány	Francesco Godia-Sales	Maserati 	Maserati 
1950.05.30	445	10		Grancor Auto	Kurtis 	Offenhauser 
1951.07.14	729	4		Alfa Romeo SpA	Alfa 	Alfa 
1954.07.04	499		futómû	Gilby Engineering Ltd	Maserati 	Maserati 
1951.05.27	419	3		Alfa Romeo SpA	Alfa 	Alfa 
1960.08.14	150	4		Scuderia Ferrari	Ferrari 	Ferrari 
1957.07.07	238	6		Officine Alfieri Maserati	Maserati 	Maserati 
1960.07.03	262		motor	Reventlow Automobiles Inc	Scarab	Scarab 
1951.07.29	42	1		Scuderia Ferrari	Ferrari 	Ferrari 
1954.08.01	245		kicsúszás	Daimler Benz AG	Mercedes 	Mercedes 
1951.07.14	1	2		Alfa Romeo SpA	Alfa 	Alfa 
1953.09.13	1	1		Officine Alfieri Maserati	Maserati 	Maserati 
1953.07.18	499		kiállás	Connaught Engineering	Connaught 	Lea 
1951.05.27	673		gyújtás	HW Motors	HWM	Alta
1960.07.16	150	6		Scuderia Ferrari	Ferrari 	Ferrari 
1959.07.05	222	5		Cooper Car Company	Cooper 	Climax 
1956.07.01	325	5		Officine Alfieri Maserati	Maserati 	Maserati 
1954.08.01	111	3		Scuderia Ferrari	Ferrari 	Ferrari 
1959.09.13	111	9		Rob Walker Racing Team	Cooper 	Climax 
1955.07.16	584		futómû	Scuderia Ferrari	Ferrari 	Ferrari 
1956.01.22	432		féltengely	Officine Alfieri Maserati	Maserati 	Maserati 
1954.05.31	623	13		Kuzma	Kuzma	Offenhauser 
1955.07.16	316	5		Officine Alfieri Maserati	Maserati 	Maserati 
1951.09.16	354		karambol	Ecurie Espadon	Ferrari 	Ferrari
1959.07.05	54	1		Scuderia Ferrari	Ferrari 	Ferrari 
1957.05.19	1	1		Officine Alfieri Maserati	Maserati 	Maserati 
1950.06.04	583		karambol	Automobiles Talbot-Darracq SA	Talbot-Lago 	Talbot 
1959.05.30	792		karambol	Elder	Elder	Offenhauser 
1954.07.04	721		motor	Scuderia Ferrari	Ferrari 	Ferrari 
1956.09.02	150		karambol	Scuderia Ferrari	Lancia 	Lancia 
1960.07.03	178	1		Cooper Car Company	Cooper 	Climax 
1959.08.23	54	9		Scuderia Ferrari	Ferrari 	Ferrari 
1958.07.19	106		kizárták	BC Ecclestone	Connaught 	Alta 
1957.08.04	499		kiállás	Cooper Car Company	Cooper 	Climax 
1956.07.01	584	2		Scuderia Ferrari	Lancia 	Lancia 
1950.05.30	227	20		RA Cott	Maserati 	Offenhauser 
1958.06.15	275	4		Team Lotus	Lotus 	Climax 
1953.07.18	42	1		Scuderia Ferrari	Ferrari 	Ferrari 
1958.08.03	127		motor	Ecurie Maarsbergen	Porsche 	Porsche
1951.05.30	289		gyújtás	Federal Engineering	Kurtis 	Offenhauser 
1951.07.29	294	9			Talbot-Lago 	Talbot 
1960.05.30	610		karambol	Epperly	Epperly	Offenhauser 
1957.05.30	105		karambol	Kurtis Kraft	Kurtis 	Offenhauser 
1954.08.22	379	5		Officine Alfieri Maserati	Maserati 	Maserati 
1953.08.02	354		kiesett	Alex Falkenhausen Motorenen	AFM	Bristol 
1955.06.05	759	9		Ecurie Rosier	Maserati 	Maserati 
1951.09.16	248	4		Scuderia Ferrari	Ferrari 	Ferrari 
1958.08.03	54	1		Vandervell Products Ltd	Vanwall	Vanwall 
1958.06.15	316		karambol	Scuderia Ferrari	Ferrari 	Ferrari 
1955.05.30	188	8		Kurtis Kraft	Kurtis 	Offenhauser 
1956.01.22	83		motor	Officine Alfieri Maserati	Maserati 	Maserati 
1958.07.06	606		benzinpumpa	Owen Racing Organisation	BRM 	BRM 
1956.06.03	759	8		Ecurie Rosier	Maserati 	Maserati 
1951.05.30	421		motor	Peter Schmidt	Kurtis 	Offenhauser 
1959.05.30	639		motor	Epperly	Epperly	Offenhauser 
1956.07.14	548		nem azonosított	Connaught Engineering	Connaught 	Alta 
1957.07.20	394	7		Vandervell Products Ltd	Vanwall	Vanwall 
1960.09.04	603	8		Scuderia Colonia	Cooper 	Climax 
1957.05.30	800	2		Epperly	Epperly	Offenhauser 
1958.05.18	86		kizárták	BC Ecclestone	Connaught 	Alta 
1960.02.07	731		túlhajtás	Owen Racing Organisation	BRM 	BRM 
1953.08.02	248	8		Scuderia Ferrari	Ferrari 	Ferrari 
1960.05.29	185	5		Owen Racing Organisation	BRM 	BRM 
1955.05.30	163		gyújtás	Kurtis Kraft	Kurtis 	Offenhauser 
1950.05.30	411	12		Murrell Belanger	Stevens	Offenhauser 
1952.08.03	153		kiesett		Veritas 	BMW 
1960.02.07	518	8		Scuderia Ferrari	Ferrari 	Ferrari 
1955.05.22	419	4		Scuderia Ferrari	Ferrari 	Ferrari 
1954.08.22	756	3		Daimler Benz AG	Mercedes 	Mercedes 
1952.08.03	446		motor		Veritas 	BMW 
1958.09.07	731	6		Team Lotus	Lotus 	Climax 
1959.08.23	700	7		Owen Racing Organisation	BRM 	BRM 
1953.07.18	767	7		Connaught Engineering	Connaught 	Lea 
1957.05.19	150		kiesett	Scuderia Ferrari	Lancia 	Lancia 
1951.07.14	46	7		British Racing Motors Ltd	BRM 	BRM 
1956.09.02	287		kiesett	Scuderia Guastalla	Maserati 	Maserati 
1957.01.13	150	6		Scuderia Ferrari	Lancia 	Lancia 
1959.07.18	778		motor	Dorchester Service Station	Lotus 	Climax 
1958.08.03	591		benzinpumpa	Ecurie Eperon d'Or	Cooper 	Climax 
1956.09.02	700	3		Connaught Engineering	Connaught 	Alta 
1952.08.03	599		motor	HW Motors	HWM	Alta 
1950.06.04	118	10		Ecurie Belge	Talbot-Lago 	Talbot 
1951.07.14	301	12			Talbot-Lago 	Talbot 
1956.07.14	333		kerék	Connaught Engineering	Connaught 	Alta 
1957.01.13	606	2		Officine Alfieri Maserati	Maserati 	Maserati 
1958.06.15	448	2		Scuderia Ferrari	Ferrari 	Ferrari 
1951.10.28	729	5		Alfa Romeo SpA	Alfa 	Alfa 
1957.05.30	56	15		Kurtis Kraft	Kurtis 	Novi 
1960.08.14	222	2		Cooper Car Company	Cooper 	Climax 
1956.05.30	259	15		Kuzma	Kuzma	Offenhauser 
1953.06.07	118		nem ért célba	Ecurie Belge	Connaught 	Lea 
1954.08.01	595	9		Ecurie Rosier	Ferrari 	Ferrari 
1960.06.06	518		motor	Scuderia Ferrari	Ferrari 	Ferrari 
1950.05.21	595		karambol	Equipe Gordini	Simca-Gordini 	Simca-Gordini 
1959.09.13	597	14		Scuderia Centro Sud	Cooper 	Maserati 
1952.05.30	56		olajnyomás	Earl Slick	Deidt	Offenhauser 
1955.09.11	83		motor	Daimler Benz AG	Mercedes 	Mercedes 
1956.09.02	248		kiesett	Officine Alfieri Maserati	Maserati 	Maserati 
1951.09.16	721	2		Scuderia Ferrari	Ferrari 	Ferrari 
1951.09.16	294		motor		Talbot-Lago 	Talbot 
1955.05.30	259	13		Trevis	Trevis	Offenhauser 
1957.05.19	36		kiesett	Officine Alfieri Maserati	Maserati 	Maserati 
1952.06.22	376	12		HW Motors	HWM	Alta 
1954.08.01	234		karambol	Officine Alfieri Maserati	Maserati 	Maserati 
1960.05.30	508		gyújtás	Kurtis Kraft	Kurtis 	Offenhauser 
1958.10.19	222	13		Cooper Car Company	Cooper 	Climax 
1959.08.23	499	6		David Brown Corporation	Aston 	Aston 
1960.07.03	791		futómû	Scuderia Ferrari	Ferrari 	Ferrari 
1960.07.16	743	16		Team Lotus	Lotus 	Climax 
1956.08.05	606	3		Officine Alfieri Maserati	Maserati 	Maserati 
1956.07.01	140	7		Officine Alfieri Maserati	Maserati 	Maserati 
1955.05.22	248	5		Scuderia Lancia	Lancia 	Lancia 
1953.06.21	587	11		Ecurie Belge	Connaught 	Lea 
1960.07.16	369	14		Scuderia Centro Sud	Cooper 	Maserati 
1954.06.20	83	3		Equipe Moss	Maserati 	Maserati 
1953.01.18	432		sebességváltó	Equipe Gordini	Gordini 	Gordini 
1956.08.05	1	1		Scuderia Ferrari	Lancia 	Lancia 
1958.05.18	736		kizárták	Scuderia Centro Sud	Maserati 	Maserati 
1959.05.10	83		futómû	Cooper Car Company	Cooper 	Climax 
1960.06.06	731	3		Owen Racing Organisation	BRM 	BRM 
1955.06.05	448		sebességváltó	Vandervell Products Ltd	Vanwall	Vanwall 
1953.05.30	677		gyújtás	Federal Auto Associates	Kurtis 	Offenhauser 
1956.09.02	794		motor	Equipe Gordini	Gordini 	Gordini 
1955.05.30	139		gyújtás	Kurtis Kraft	Kurtis 	Offenhauser 
1959.05.31	178	2		Cooper Car Company	Cooper 	Climax 
1951.05.30	555		benzinfolyás	Maserati	Maserati 	Offenhauser 
1959.08.23	178		karambol	Cooper Car Company	Cooper 	Climax 
1954.09.05	111	5		Scuderia Ferrari	Ferrari 	Ferrari 
1959.09.13	431	15			Maserati 	Maserati 
1952.05.18	550	6		Enrico Plate	Maserati 	Plate 
1960.05.29	695		kizárták	Yeoman Credit Racing Team	Cooper 	Climax 
1956.05.30	102	8		Kurtis Kraft	Kurtis 	Offenhauser 
1958.08.24	448	2		Scuderia Ferrari	Ferrari 	Ferrari 
1959.05.10	731		tûz	Team Lotus	Lotus 	Climax 
1950.06.18	294	7			Talbot-Lago 	Talbot 
1950.05.30	421		olajnyomás	Milt Marion	Kurtis 	Offenhauser 
1960.09.04	431	4		Scuderia Castellotti	Cooper 	Castellotti 
1950.09.03	29	3		Alfa Romeo SpA	Alfa 	Alfa 
1954.07.04	759		motor	Ecurie Rosier	Ferrari 	Ferrari 
1957.09.08	695		motor		Maserati 	Maserati 
1958.05.18	275	6		Team Lotus	Lotus 	Climax 
1953.06.07	162		motor	Connaught Engineering	Connaught 	Lea 
1960.02.07	682		feladta		Maserati 	Maserati 
1953.05.30	602		kiesett	3L Racing Team	Kurtis 	Offenhauser 
1951.06.17	546		motor	Ecurie Rosier	Talbot-Lago 	Talbot 
1955.01.16	606		karambol	Officine Alfieri Maserati	Maserati 	Maserati 
1956.05.30	183	16		Kuzma	Kuzma	Offenhauser 
1951.06.17	759	4		Ecurie Rosier	Talbot-Lago 	Talbot 
1955.05.22	532	8		Scuderia Ferrari	Ferrari 	Ferrari 
1956.05.30	669		motor	Kurtis Kraft	Kurtis 	Offenhauser 
1954.09.05	599	7		G A Vandervell	Vanwall 	Vanwall 
1953.05.30	56	9		JC Agajanian	Kurtis 	Offenhauser 
1951.09.16	364		motor		Ferrari 	Ferrari 
1950.09.03	398	2		Scuderia Ferrari	Ferrari 	Ferrari 
1958.10.19	784	8		Cooper Car Company	Cooper 	Climax 
1951.07.01	419	5		Alfa Romeo SpA	Alfa 	Alfa 
1957.05.30	508	17		Kurtis Kraft	Kurtis 	Offenhauser 
1953.08.02	448	3		Scuderia Ferrari	Ferrari 	Ferrari 
1951.10.28	438	8			Talbot-Lago 	Talbot 
1954.05.31	693	14		Kurtis Kraft	Kurtis 	Offenhauser 
1958.05.18	58		kizárták	BC Ecclestone	Connaught 	Alta 
1958.10.19	736	12		Scuderia Centro Sud	Maserati 	Maserati 
1955.05.30	580		benzinpumpa	Schroeder	Schroeder	Offenhauser 
1952.07.06	655	3		Scuderia Ferrari	Ferrari 	Ferrari 
1951.07.14	193	5		British Racing Motors Ltd	BRM 	BRM 
1953.08.02	83	6		Cooper Car Company	Cooper 	Alta 
1957.08.04	599	3		Scuderia Ferrari	Lancia 	Lancia 
1959.12.12	499		futómû	High Efficiency Motors	Cooper 	Maserati 
1955.01.16	300	5		Officine Alfieri Maserati	Maserati 	Maserati 
1954.05.31	163	11		Kurtis Kraft	Kurtis 	Offenhauser 
1958.05.30	574		kormány	Kurtis Kraft	Kurtis 	Offenhauser 
1959.07.18	54		motor	Vandervell Products Ltd	Vanwall	Vanwall 
1951.06.17	118	7		Ecurie Belge	Talbot-Lago 	Talbot 
1952.08.17	83		motor	ERA Ltd	ERA 	ERA
1951.07.29	248	4		Scuderia Ferrari	Ferrari 	Ferrari 
1954.05.31	131	5		Kurtis Kraft	Kurtis 	Offenhauser 
1952.08.17	532		sebességváltó	Ecurie Belge	Simca-Gordini 	Gordini
1957.09.08	369	4		Scuderia Centro Sud	Maserati 	Maserati 
1959.07.18	731	9		Team Lotus	Lotus 	Climax 
1957.08.18	178	7		Cooper Car Company	Cooper 	Climax 
1957.08.04	146		gyújtás	Ridgeway Managements	Cooper 	Climax 
1959.08.02	54	1		Scuderia Ferrari	Ferrari 	Ferrari 
1958.07.06	518	7		Joakim Bonnier Racing Team	Maserati 	Maserati 
1957.07.07	111		gyújtás	Scuderia Ferrari	Lancia 	Lancia 
1951.07.01	781	10		Alfa Romeo SpA	Alfa 	Alfa 
1956.09.02	1	8		Scuderia Ferrari	Ferrari 	Ferrari 
1952.09.07	53	8		Escuderia Bandeirantes	Maserati 	Maserati
1954.08.01	756		benzinfolyás	Daimler Benz AG	Mercedes 	Mercedes 
1960.08.14	19	6		Team Lotus	Lotus 	Climax 
1957.07.07	499		szelep	Vandervell Products Ltd	Vanwall	Vanwall 
1952.08.17	448	4		Leslie Hawthorn	Cooper 	Bristol 
1958.05.18	230		kizárták	Ken Kavanagh	Maserati 	Maserati 
1958.09.07	499	5		Cooper Car Company	Cooper 	Climax 
1958.05.30	713		karambol	Dunn	Dunn	Offenhauser 
1951.10.28	118		karambol	Ecurie Belge	Talbot-Lago 	Talbot 
1959.09.13	547	4		Scuderia Ferrari	Ferrari 	Ferrari 
1960.07.16	115		túlhajtás	Cooper Car Company	Cooper 	Climax 
1955.06.05	1	1		Daimler Benz AG	Mercedes 	Mercedes 
1958.05.26	731		motor	Team Lotus	Lotus 	Climax 
1958.09.07	369	4		Scuderia Centro Sud	Maserati 	Maserati 
1952.07.19	193	7		AHM Bryde	Cooper 	Bristol 
1960.05.30	259	6		Trevis	Trevis	Offenhauser 
1958.05.26	599		kicsúszás	Scuderia Ferrari	Ferrari 	Ferrari 
1953.08.23	335		olajfolyás	Ecurie Espadon	Ferrari 	Ferrari 
1954.10.24	316	2		Officine Alfieri Maserati	Maserati 	Maserati 
1957.08.18	238	3		Officine Alfieri Maserati	Maserati 	Maserati 
1955.05.30	413	5		Kurtis Kraft	Kurtis 	Offenhauser 
1952.05.18	673		karambol	HW Motors	HWM	Alta 
1951.07.14	61		hûtés		Maserati 	Maserati 
1960.05.29	178		pályaelhagyás	Cooper Car Company	Cooper 	Climax 
1957.08.18	83	1		Vandervell Products Ltd	Vanwall	Vanwall 
1956.08.05	325		karambol	Officine Alfieri Maserati	Maserati 	Maserati 
1956.05.13	794	5		Equipe Gordini	Gordini 	Gordini 
1955.07.16	111		túlhajtás	Scuderia Ferrari	Ferrari 	Ferrari 
1955.01.16	42		karambol	Scuderia Lancia	Lancia 	Lancia 
1954.05.31	191		kiesett	Nichels	Kurtis 	Offenhauser 
1950.05.30	598	11		Carl Marchese	Marchese	Offenhauser 
1955.07.16	83	1		Daimler Benz AG	Mercedes 	Mercedes 
1959.09.13	185	8		Owen Racing Organisation	BRM 	BRM 
1954.06.20	721		olajfolyás	Scuderia Ferrari	Ferrari 	Ferrari 
1952.07.06	335	11		Ecurie Espadon	Ferrari 	Ferrari 
1957.08.04	381	13		JB Naylor	Cooper 	Climax 
1958.05.18	83		motor	Vandervell Products Ltd	Vanwall	Vanwall 
1953.09.13	111	5		Equipe Gordini	Gordini 	Gordini 
1959.08.23	222		futómû	Cooper Car Company	Cooper 	Climax 
1956.05.13	448		motor	Owen Racing Organisation	BRM 	BRM 
1957.05.30	758	11		Kurtis Kraft	Kurtis 	Offenhauser 
1950.05.13	767		benzinhiány	Enrico Plate	Maserati 	Maserati 
1954.08.22	370		benzinpumpa	Equipe Gordini	Gordini 	Gordini 
1957.05.19	448		karambol	Scuderia Ferrari	Lancia 	Lancia 
1953.06.21	269		motor		Simca-Gordini 	Gordini
1960.07.16	226	9		Yeoman Credit Racing Team	Cooper 	Climax 
1954.08.22	111		motor	Scuderia Ferrari	Ferrari 	Ferrari 
1960.09.04	756	6		Porsche System Engineering	Porsche 	Porsche 
1950.05.30	691	5		Ervin Wolfe	Kurtis 	Offenhauser 
1957.07.20	1		motor	Officine Alfieri Maserati	Maserati 	Maserati 
1955.05.22	238		motor	Scuderia Ferrari	Ferrari 	Ferrari 
1954.07.17	83		futómû	Alfred Moss	Maserati 	Maserati 
1953.07.05	238		motor	Equipe Gordini	Gordini 	Gordini 
1956.07.14	721		vezérmûtengely	Vandervell Products Ltd	Vanwall	Vanwall 
1953.07.05	111		futómû	Equipe Gordini	Gordini 	Gordini 
1953.08.23	240	8		Ecurie Espadon	Ferrari 	Ferrari 
1954.07.17	503	8		Owen Racing Organisation	Maserati 	Maserati 
1953.08.02	331		motor	Equipe Anglaise	Cooper 	Bristol 
1956.05.30	800		motor	Kurtis Kraft	Kurtis 	Offenhauser 
1958.08.03	121	11		Ecurie Demi Litre	Lotus 	Climax 
1950.09.03	729		visszalépés	Scuderia Milano	Milano	Milano 
1958.05.30	223		karambol	Kuzma	Kuzma	Offenhauser 
1960.11.20	499	8		High Efficiency Motors	Cooper 	Climax 
1950.05.13	759	5		Ecurie Rosier	Talbot-Lago 	Talbot 
1954.05.31	707	11		Kurtis Kraft	Kurtis 	Offenhauser 
1957.09.08	557	11		Ottoronio Volonterio	Maserati 	Maserati 
1960.08.14	226	7		Yeoman Credit Racing Team	Cooper 	Climax 
1959.09.13	226	6		Scuderia Ferrari	Ferrari 	Ferrari 
1958.05.30	257	8		Watson	Watson	Offenhauser 
1958.07.06	185	8		Giorgio Scarlatti	Maserati 	Maserati 
1956.07.14	248	6		Luigi Piotti	Maserati 	Maserati 
1952.08.17	298		sebességváltó	Escuderia Bandeirantes	Maserati 	Maserati
1957.05.30	622		benzinfolyás	Kurtis Kraft	Kurtis 	Offenhauser 
1953.08.23	606		olajnyomás	Equipe Gordini	Gordini 	Gordini 
1954.08.22	503	6		Owen Racing Organisation	Maserati 	Maserati 
1955.06.19	759	9		Ecurie Rosier	Maserati 	Maserati 
1953.06.07	448	4		Scuderia Ferrari	Ferrari 	Ferrari 
1959.05.31	452		motor	David Brown Corporation	Aston 	Aston 
1958.06.15	578		motor	Ken Kavanagh	Maserati 	Maserati 
1951.05.27	248		karambol	Scuderia Ferrari	Ferrari 	Ferrari 
1954.01.17	250		sebességváltó		Maserati 	Maserati 
1953.07.05	606	10		Equipe Gordini	Gordini 	Gordini 
1953.05.30	102	16		MA Walker	Kurtis 	Offenhauser 
1956.07.01	83	5		Officine Alfieri Maserati	Maserati 	Maserati 
1952.08.03	595		karambol	Equipe Gordini	Gordini 	Gordini 
1956.01.22	226	5		Scuderia Ferrari	Ferrari 	Lancia 
1959.08.02	606		karambol		Behra-Porsche	Porsche 
1957.05.19	394	4		Connaught Engineering	Connaught 	Alta 
1952.09.07	32		kizárták	WS Aston	Aston	Butterworth 
1958.09.07	431		motor	Joakim Bonnier Racing Team	Maserati 	Maserati 
1960.06.19	83		nem azonosított	Rob Walker Racing Team	Lotus 	Climax 
1953.09.13	238	9		Equipe Gordini	Gordini 	Gordini 
1951.05.30	411	8		Rotary Engineering	Deidt	Offenhauser 
1954.06.20	1	1		Officine Alfieri Maserati	Maserati 	Maserati 
1954.05.31	31	1		Kurtis Kraft	Kurtis 	Offenhauser 
1960.06.19	117		karambol	Yeoman Credit Racing Team	Cooper 	Climax 
1950.07.02	729		motor	Scuderia Milano	Maserati 	Milano 
1960.05.29	262	6		Scuderia Ferrari	Ferrari 	Ferrari 
1958.07.19	499	3		Cooper Car Company	Cooper 	Climax 
1954.01.17	721	3		Scuderia Ferrari	Ferrari 	Ferrari 
1953.08.02	284	7		Ecurie Francorchamps	Ferrari 	Ferrari 
1952.08.03	173		sebességváltó	Motor-Presse-Verlag	Veritas 	Veritas 
1955.01.16	238	6		Officine Alfieri Maserati	Maserati 	Maserati 
1960.08.14	185		motor	Owen Racing Organisation	BRM 	BRM 
1960.07.03	778		motor	Robert Bodle Ltd	Lotus 	Climax 
1957.07.07	178		karambol	Cooper Car Company	Cooper 	Climax 
1958.09.07	756		motor	Scuderia Centro Sud	Maserati 	Maserati 
1954.10.24	284		motor	Ecurie Francorchamps	Ferrari 	Ferrari 
1953.08.23	503	7			Cooper 	Bristol 
1960.11.20	334		karambol	Team Lotus	Lotus 	Climax 
1958.07.06	448	1		Scuderia Ferrari	Ferrari 	Ferrari 
1950.05.13	441	10			Maserati 	Maserati 
1952.07.19	448	3		Leslie Hawthorn	Cooper 	Bristol 
1958.07.19	54	7		Vandervell Products Ltd	Vanwall	Vanwall 
1958.05.18	111	1		Rob Walker Racing Team	Cooper 	Climax 
1956.08.05	695		pályaelhagyás		Maserati 	Maserati 
1951.05.27	781	4		Alfa Romeo SpA	Alfa 	Alfa 
1950.06.18	759	3		Automobiles Talbot-Darracq SA	Talbot-Lago 	Talbot 
1960.05.30	683	15		Watson	Watson	Offenhauser 
1951.05.30	336		motor	JC Agajanian	Kurtis 	Offenhauser 
1950.09.03	688		sebességváltó	Scuderia Ambrosiana	Maserati 	Maserati 
1958.08.24	275		karambol	Team Lotus	Lotus 	Climax 
1960.02.07	83	3		Rob Walker Racing Team	Cooper 	Climax 
1953.07.05	599	13		HW Motors	HWM	Alta 
1958.07.06	178	6		Cooper Car Company	Cooper 	Climax 
1956.07.01	765		motor		Maserati 	Maserati 
1958.07.19	599	1		Scuderia Ferrari	Ferrari 	Ferrari 
1955.09.11	1	1		Daimler Benz AG	Mercedes 	Mercedes 
1950.06.04	60	7		Scuderia Achille Varzi	Maserati 	Maserati 
1951.05.27	118	13		Ecurie Belge	Talbot-Lago 	Talbot 
1958.01.19	316	2		Scuderia Ferrari	Ferrari 	Ferrari 
1958.10.19	178	11		Cooper Car Company	Cooper 	Climax 
1959.07.05	36	8		Scuderia Ugolini	Maserati 	Maserati 
1956.07.01	759	6		Ecurie Rosier	Maserati 	Maserati 
1960.06.06	499		visszalépés	David Brown Corporation	Aston 	Aston 
1959.08.02	275		kuplung	Scuderia Ferrari	Ferrari 	Ferrari 
1960.05.30	639		benzinpumpa	Epperly	Epperly	Offenhauser 
