datum	celaz	szamlaaz	osszeg
2008.02.26	4	1300	23
2008.02.26	6	1304	60
2008.02.26	6	1306	84
2008.02.26	6	1307	16
2008.02.26	6	1310	27
2008.02.26	7	1313	19
2008.02.26	4	1314	24
2008.02.26	7	1317	3
2008.02.26	7	1321	26
2008.02.26	6	1323	88
2008.02.26	6	1325	85
2008.02.26	6	1326	65
2008.02.26	7	1329	99
2008.02.26	6	1330	11
2008.02.26	7	1331	69
2008.02.26	6	1334	98
2008.02.26	7	1337	69
2008.02.26	4	1341	2
2008.02.26	4	1342	74
2008.02.26	7	1343	3
2008.02.26	7	1345	60
2008.02.26	7	1348	35
2008.02.26	4	1352	2
2008.02.26	6	1354	39
2008.02.26	6	1356	73
2008.02.26	7	1357	7
2008.02.26	7	1361	51
2008.02.26	6	1365	28
2008.02.26	7	1369	9
2008.02.26	4	1373	17
2008.02.26	6	1375	22
2008.02.26	7	1376	48
2008.02.26	6	1380	66
2008.02.26	4	1382	48
2008.02.26	4	1384	15
2008.02.26	6	1386	40
2008.02.26	6	1388	45
2008.02.26	4	1392	51
2008.02.26	6	1396	30
2008.02.26	6	1399	5
2008.02.26	6	1401	45
2008.02.26	6	1403	75
2008.02.26	6	1407	66
2008.02.26	7	1411	40
2008.02.26	6	1415	68
2008.02.26	6	1419	72
2008.02.26	7	1421	25
2008.02.26	6	1422	24
2008.02.26	4	1426	13
2008.02.26	6	1428	41
2008.02.26	6	1429	6
2008.02.26	6	1431	14
2008.02.26	7	1432	39
2008.02.26	7	1436	81
2008.02.26	6	1439	8
2008.02.26	4	1442	79
2008.02.26	4	1446	67
2008.02.26	7	1448	94
2008.02.26	4	1450	32
2008.02.26	7	1453	2
2008.02.26	6	1455	77
2008.02.26	7	1458	78
2008.02.26	6	1461	78
2008.02.26	7	1465	97
2008.02.26	6	1466	10
2008.02.26	6	1470	35
2008.02.26	6	1472	46
2008.02.26	6	1476	65
2008.02.26	6	1478	63
2008.02.26	6	1480	63
2008.02.26	7	1483	36
2008.02.26	4	1487	4
2008.02.26	6	1488	39
2008.02.26	6	1491	63
2008.02.26	7	1493	47
2008.02.26	4	1497	15
2008.02.26	4	1498	36
2008.02.26	4	1502	35
2008.02.26	6	1504	40
2008.02.26	6	1508	48
2008.02.26	6	1512	28
2008.02.26	7	1516	39
2008.02.26	6	1517	36
2008.02.26	6	1521	26
2008.02.26	7	1525	97
2008.02.26	4	1526	93
2008.02.26	7	1527	14
2008.02.26	6	1530	78
2008.02.26	4	1533	30
2008.02.26	6	1535	81
2008.02.26	4	1539	13
2008.02.26	4	1542	77
2008.02.26	4	1545	46
2008.02.26	6	1547	20
2008.02.26	6	1551	17
2008.02.26	7	1553	47
2008.02.26	7	1554	52
2008.02.26	7	1556	36
2008.02.26	6	1558	38
2008.02.26	4	1560	44
2008.02.26	6	1561	40
2008.02.26	6	1564	75
2008.02.26	6	1566	21
2008.02.26	6	1567	4
2008.02.26	4	1570	32
2008.02.26	6	1573	25
2008.02.26	7	1577	28
2008.02.26	6	1581	89
2008.02.26	6	1584	5
2008.02.26	6	1587	48
2008.02.26	6	1590	37
2008.02.26	7	1593	47
2008.02.26	7	1597	99
2008.02.26	6	1599	16
2008.02.26	7	1600	67
2008.02.26	6	1601	76
2008.02.26	7	1605	8
2008.02.26	6	1607	6
2008.02.26	4	1611	20
2008.02.26	4	1615	39
2008.02.26	7	1616	54
2008.02.26	6	1618	68
2008.02.26	6	1620	93
2008.02.26	6	1623	51
2008.02.26	6	1627	14
2008.02.26	6	1628	3
2008.02.26	4	1629	89
2008.02.26	4	1630	48
2008.02.26	4	1632	47
2008.02.26	6	1633	9
2008.02.26	4	1635	8
2008.02.26	7	1638	7
2008.02.26	6	1639	99
2008.02.26	6	1643	43
2008.02.26	6	1644	24
2008.02.26	6	1645	3
2008.02.26	7	1646	26
2008.02.26	6	1649	19
2008.02.26	4	1651	9
2008.02.26	7	1654	64
2008.02.26	4	1658	73
2008.02.26	6	1660	59
2008.02.26	6	1664	92
2008.02.26	7	1665	96
2008.02.26	4	1666	43
2008.02.26	7	1667	26
2008.02.26	6	1668	49
2008.02.26	4	1671	2
2008.02.26	7	1674	34
2008.02.26	6	1677	18
2008.02.26	6	1680	26
2008.02.26	7	1681	77
2008.02.26	6	1685	47
2008.02.26	6	1687	55
2008.02.26	6	1690	74
2008.02.26	7	1692	13
2008.02.26	4	1694	82
2008.02.26	4	1698	65
2008.02.26	4	1700	46
2008.02.26	4	1704	46
2008.02.26	6	1706	39
2008.02.26	7	1709	23
2008.02.26	6	1711	39
2008.02.26	7	1712	39
2008.02.26	6	1716	9
2008.02.26	7	1717	99
2008.02.26	4	1721	53
2008.02.26	7	1723	2
2008.02.26	6	1727	19
2008.02.26	6	1730	12
2008.02.26	4	1733	89
2008.02.26	4	1736	19
2008.02.26	6	1737	42
2008.02.26	4	1738	21
2008.02.26	6	1739	48
2008.02.26	7	1743	46
2008.02.26	6	1744	86
2008.02.26	6	1747	89
2008.02.26	4	1748	29
2008.02.26	7	1749	26
2008.02.26	7	1752	26
2008.02.26	7	1756	15
2008.02.26	7	1758	16
2008.02.26	6	1759	77
2008.02.26	6	1761	41
2008.02.26	6	1763	43
2008.02.26	6	1764	55
2008.02.26	4	1766	1
2008.02.26	6	1769	51
2008.02.26	6	1772	14
2008.02.26	4	1774	2
2008.02.26	4	1776	96
2008.02.26	6	1778	82
2008.02.26	4	1779	83
2008.02.26	6	1781	69
2008.02.26	6	1783	63
2008.02.26	6	1786	37
2008.02.26	4	1788	12
2008.02.26	6	1790	59
2008.02.26	6	1793	3
2008.02.26	6	1795	13
2008.02.26	6	1798	6
2008.02.26	6	1799	71
2008.02.26	6	1802	13
2008.02.26	4	1805	5
2008.02.26	7	1809	83
2008.02.26	4	1811	5
2008.02.26	7	1813	95
2008.02.26	6	1814	29
2008.02.26	6	1815	14
2008.02.26	7	1819	60
2008.02.26	7	1821	50
2008.02.26	7	1823	70
2008.02.26	7	1825	42
2008.02.26	6	1826	19
2008.02.26	7	1828	77
2008.02.26	4	1832	34
2008.02.26	6	1834	30
2008.02.26	6	1837	36
2008.02.26	6	1838	75
2008.02.26	4	1839	19
2008.02.26	6	1842	89
2008.02.26	7	1845	57
2008.02.26	6	1846	46
2008.02.26	7	1849	26
2008.02.26	6	1852	10
2008.02.26	7	1853	1
2008.02.26	6	1857	87
2008.02.26	6	1860	55
2008.02.26	6	1863	24
2008.02.26	7	1864	65
2008.02.26	7	1867	2
2008.02.26	4	1871	3
2008.02.26	4	1874	49
2008.02.26	6	1877	52
2008.02.26	7	1879	87
2008.02.26	6	1883	39
2008.02.26	6	1886	23
2008.02.26	4	1889	60
2008.02.26	4	1890	45
2008.02.26	7	1892	36
2008.02.26	4	1895	64
2008.02.26	6	1899	90
2008.02.26	6	1903	75
2008.02.26	7	1904	89
2008.02.26	4	1907	54
2008.02.26	6	1911	22
2008.02.26	6	1913	76
2008.02.26	7	1916	27
2008.02.26	6	1918	17
2008.02.26	7	1919	17
2008.02.26	7	1920	25
2008.02.26	6	1922	87
2008.02.26	4	1924	51
2008.02.26	7	1928	7
2008.02.26	6	1931	95
2008.02.26	4	1934	69
2008.02.26	4	1935	57
2008.02.26	6	1936	31
2008.02.26	6	1938	13
2008.02.26	6	1940	73
2008.03.04	7	3	44
2008.03.04	6	7	40
2008.03.04	6	9	19
2008.03.04	1	10	45
2008.03.04	3	13	90
2008.03.04	3	14	42
2008.03.04	3	15	34
2008.03.04	7	19	24
2008.03.04	7	22	11
2008.03.04	3	26	39
2008.03.04	1	30	16
2008.03.04	7	31	43
2008.03.04	1	34	38
2008.03.04	1	35	69
2008.03.04	7	39	8
2008.03.04	6	43	60
2008.03.04	6	47	38
2008.03.04	1	48	34
2008.03.04	3	52	82
2008.03.04	6	54	33
2008.03.04	1	55	23
2008.03.04	6	58	34
2008.03.04	1	62	34
2008.03.04	1	64	5
2008.03.04	3	67	91
2008.03.04	6	70	67
2008.03.04	6	71	35
2008.03.04	1	72	84
2008.03.04	6	73	45
2008.03.04	1	75	35
2008.03.04	1	77	90
2008.03.04	6	79	94
2008.03.04	7	82	82
2008.03.04	1	85	19
2008.03.04	6	88	95
2008.03.04	6	89	40
2008.03.04	1	91	3
2008.03.04	6	93	74
2008.03.04	1	94	42
2008.03.04	7	96	19
2008.03.04	3	97	11
2008.03.04	6	101	46
2008.03.04	6	104	58
2008.03.04	7	107	32
2008.03.04	6	111	2
2008.03.04	7	115	51
2008.03.04	1	117	16
2008.03.04	1	118	79
2008.03.04	7	122	76
2008.03.04	6	125	91
2008.03.04	3	126	29
2008.03.04	1	128	62
2008.03.04	7	132	36
2008.03.04	1	136	66
2008.03.04	7	140	85
2008.03.04	3	141	78
2008.03.04	1	142	80
2008.03.04	7	145	74
2008.03.04	1	149	96
2008.03.04	1	152	30
2008.03.04	1	153	9
2008.03.04	1	154	18
2008.03.04	3	158	45
2008.03.04	3	160	15
2008.03.04	1	163	21
2008.03.04	7	164	47
2008.03.04	6	165	71
2008.03.04	1	166	34
2008.03.04	1	170	18
2008.03.04	7	174	4
2008.03.04	7	175	36
2008.03.04	1	176	88
2008.03.04	1	178	99
2008.03.04	6	179	53
2008.03.04	1	182	42
2008.03.04	7	186	77
2008.03.04	1	187	65
2008.03.04	6	191	34
2008.03.04	3	195	18
2008.03.04	7	197	99
2008.03.04	7	201	16
2008.03.04	3	203	49
2008.03.04	6	205	17
2008.03.04	6	207	57
2008.03.04	7	210	50
2008.03.04	3	211	98
2008.03.04	6	215	36
2008.03.04	6	219	48
2008.03.04	6	221	69
2008.03.04	7	225	82
2008.03.04	6	228	23
2008.03.04	1	232	74
2008.03.04	3	234	72
2008.03.04	7	235	1
2008.03.04	7	237	92
2008.03.04	1	240	35
2008.03.04	3	242	60
2008.03.04	3	246	26
2008.03.04	7	248	48
2008.03.04	6	249	29
2008.03.04	1	252	32
2008.03.04	3	253	40
2008.03.04	7	255	87
2008.03.04	3	259	58
2008.03.04	6	263	88
2008.03.04	6	264	61
2008.03.04	6	266	11
2008.03.04	7	268	11
2008.03.04	3	269	15
2008.03.04	6	272	17
2008.03.04	6	274	19
2008.03.04	6	277	10
2008.03.04	1	280	54
2008.03.04	7	284	7
2008.03.04	6	287	6
2008.03.04	7	289	52
2008.03.04	6	290	63
2008.03.04	6	293	31
2008.03.04	3	294	87
2008.03.04	7	297	19
2008.03.04	3	301	57
2008.03.04	7	305	89
2008.03.04	1	307	49
2008.03.04	1	309	10
2008.03.04	7	312	36
2008.03.04	6	316	41
2008.03.04	1	320	94
2008.03.04	7	324	54
2008.03.04	3	326	98
2008.03.04	7	328	10
2008.03.04	7	331	24
2008.03.04	7	332	24
2008.03.04	7	334	45
2008.03.04	6	337	72
2008.03.04	6	339	19
2008.03.04	6	342	28
2008.03.04	3	344	77
2008.03.04	7	345	68
2008.03.04	1	346	37
2008.03.04	7	350	66
2008.03.04	7	352	92
2008.03.04	3	355	98
2008.03.04	7	359	20
2008.03.04	3	363	20
2008.03.04	1	366	92
2008.03.04	3	368	64
2008.03.04	6	372	87
2008.03.04	3	374	47
2008.03.04	6	378	77
2008.03.04	1	382	63
2008.03.04	1	383	39
2008.03.04	7	385	88
2008.03.04	7	387	46
2008.03.04	1	388	96
2008.03.04	7	389	74
2008.03.04	1	393	64
2008.03.04	3	396	99
2008.03.04	6	399	65
2008.03.04	3	402	95
2008.03.04	3	403	74
2008.03.04	6	405	19
2008.03.04	6	406	67
2008.03.04	7	410	1
2008.03.04	3	411	19
2008.03.04	7	415	59
2008.03.04	7	419	5
2008.03.04	3	421	89
2008.03.04	7	423	49
2008.03.04	1	426	65
2008.03.04	7	428	75
2008.03.04	7	432	63
2008.03.04	6	434	12
2008.03.04	1	437	56
2008.03.04	1	439	81
2008.03.04	1	442	21
2008.03.04	1	443	59
2008.03.04	3	446	32
2008.03.04	1	447	21
2008.03.04	6	449	63
2008.03.04	7	450	42
2008.03.04	6	453	45
2008.03.04	3	455	95
2008.03.04	7	456	89
2008.03.04	1	457	58
2008.03.04	6	460	35
2008.03.04	1	461	5
2008.03.04	3	462	1
2008.03.04	7	464	9
2008.03.04	6	468	31
2008.03.04	3	471	47
2008.03.04	6	472	96
2008.03.04	1	474	47
2008.03.04	6	475	38
2008.03.04	1	478	25
2008.03.04	7	479	76
2008.03.04	7	483	7
2008.03.04	6	486	36
2008.03.04	3	487	19
2008.03.04	1	489	40
2008.03.04	1	490	68
2008.03.04	6	491	54
2008.03.04	7	493	83
2008.03.04	3	496	89
2008.03.04	6	500	56
2008.03.04	6	503	10
2008.03.04	1	505	63
2008.03.04	3	506	11
2008.03.04	7	508	79
2008.03.04	6	510	70
2008.03.04	6	513	78
2008.03.04	6	516	39
2008.03.04	3	517	37
2008.03.04	3	518	5
2008.03.04	6	521	28
2008.03.04	6	522	41
2008.03.04	3	526	28
2008.03.04	3	527	12
2008.03.04	1	529	12
2008.03.04	7	533	27
2008.03.04	7	537	27
2008.03.04	1	538	27
2008.03.04	1	540	30
2008.03.04	7	543	48
2008.03.04	7	546	15
2008.03.04	7	547	8
2008.03.04	6	548	82
2008.03.04	7	550	52
2008.03.04	3	554	9
2008.03.04	6	556	86
2008.03.04	6	559	69
2008.03.04	7	561	91
2008.03.04	3	565	38
2008.03.04	3	568	21
2008.03.04	1	571	90
2008.03.04	7	573	8
2008.03.04	6	575	2
2008.03.04	1	579	83
2008.03.04	7	580	46
2008.03.04	7	583	23
2008.03.04	6	586	99
2008.03.04	6	588	9
2008.03.04	3	590	36
2008.03.04	6	594	16
2008.03.04	7	595	16
2008.03.04	3	599	19
2008.03.04	1	600	60
2008.03.04	6	601	92
2008.03.04	6	603	97
2008.03.04	7	606	13
2008.03.04	3	608	19
2008.03.04	3	611	27
2008.03.04	7	613	98
2008.03.04	3	614	90
2008.03.04	1	616	6
2008.03.04	1	617	98
2008.03.04	6	621	34
2008.03.04	1	622	27
2008.03.04	3	626	40
2008.03.04	7	630	29
2008.03.04	7	634	4
2008.03.04	6	638	1
2008.03.04	7	642	2
2008.03.04	6	644	43
2008.03.04	3	647	4
2008.03.04	1	651	32
2008.03.04	1	654	97
2008.03.04	3	656	41
2008.03.04	6	660	46
2008.03.04	3	661	47
2008.03.04	7	665	29
2008.03.04	1	666	25
2008.03.04	1	669	19
2008.03.04	7	671	47
2008.03.04	7	675	93
2008.03.04	6	676	91
2008.03.04	3	677	13
2008.03.04	1	680	32
2008.03.04	3	682	92
2008.03.04	3	683	22
2008.03.04	7	684	34
2008.03.04	6	688	1
2008.03.04	3	690	27
2008.03.04	7	692	79
2008.03.04	7	696	44
2008.03.04	7	698	27
2008.03.04	7	699	94
2008.03.04	3	702	99
2008.03.04	3	703	54
2008.03.04	1	707	91
2008.03.04	7	709	97
2008.03.04	7	710	5
2008.03.04	3	714	98
2008.03.04	3	717	14
2008.03.04	3	719	34
2008.03.04	3	722	93
2008.03.04	6	724	78
2008.03.04	6	726	10
2008.03.04	1	730	6
2008.03.04	7	731	34
2008.03.04	6	733	91
2008.03.04	7	734	11
2008.03.04	6	738	11
2008.03.04	3	741	26
2008.03.04	7	745	39
2008.03.04	1	746	43
2008.03.04	3	748	51
2008.03.04	6	750	68
2008.03.04	7	751	22
2008.03.04	1	752	46
2008.03.04	6	755	25
2008.03.04	1	757	94
2008.03.04	1	761	38
2008.03.04	1	763	89
2008.03.04	6	766	34
2008.03.04	3	767	3
2008.03.04	7	769	88
2008.03.04	3	772	18
2008.03.04	7	773	77
2008.03.04	6	774	2
2008.03.04	1	776	74
2008.03.04	3	780	31
2008.03.04	3	781	55
2008.03.04	7	783	81
2008.03.04	7	787	93
2008.03.04	3	789	28
2008.03.04	6	792	33
2008.03.04	1	795	45
2008.03.04	7	796	48
2008.03.04	3	800	9
2008.03.04	3	804	13
2008.03.04	3	808	93
2008.03.04	6	812	36
2008.03.04	3	814	74
2008.03.04	3	817	93
2008.03.04	6	819	27
2008.03.04	6	820	59
2008.03.04	1	821	13
2008.03.04	1	822	9
2008.03.04	6	825	44
2008.03.04	1	826	17
2008.03.04	1	830	30
2008.03.04	1	831	58
2008.03.04	7	833	46
2008.03.04	3	836	8
2008.03.04	7	840	78
2008.03.04	6	843	41
2008.03.04	7	844	32
2008.03.04	7	848	34
2008.03.04	6	852	81
2008.03.04	6	856	59
2008.03.04	7	860	3
2008.03.04	7	863	94
2008.03.04	3	867	69
2008.03.04	1	870	12
2008.03.04	7	873	57
2008.03.04	1	877	88
2008.03.04	1	881	41
2008.03.04	1	882	98
2008.03.04	7	885	96
2008.03.04	1	889	18
2008.03.04	7	890	97
2008.03.04	3	894	20
2008.03.04	7	897	20
2008.03.04	6	899	40
2008.03.04	6	902	38
2008.03.04	3	905	75
2008.03.04	7	909	14
2008.03.04	3	911	79
2008.03.04	3	912	32
2008.03.04	6	915	66
2008.03.04	7	916	20
2008.03.04	6	917	11
2008.03.04	7	920	73
2008.03.04	3	922	90
2008.03.04	6	924	48
2008.03.04	6	926	77
2008.03.04	6	927	67
2008.03.04	6	931	49
2008.03.04	3	935	58
2008.03.04	7	937	39
2008.03.04	1	941	23
2008.03.04	3	944	21
2008.03.04	1	946	4
2008.03.04	3	950	14
2008.03.04	6	953	8
2008.03.04	6	955	69
2008.03.04	1	959	17
2008.03.04	6	963	83
2008.03.04	1	966	27
2008.03.04	3	968	31
2008.03.04	7	971	47
2008.03.04	3	974	87
2008.03.04	6	977	86
2008.03.04	3	978	28
2008.03.04	3	980	46
2008.03.04	3	984	26
2008.03.04	1	988	2
2008.03.04	1	990	58
2008.03.04	1	992	29
2008.03.04	1	995	49
2008.03.04	3	999	2
2008.03.04	1	1001	23
2008.03.04	7	1003	96
2008.03.04	1	1004	6
2008.03.04	7	1005	86
2008.03.04	7	1009	12
2008.03.04	3	1011	48
2008.03.04	6	1012	48
2008.03.04	1	1015	55
2008.03.04	7	1019	56
2008.03.04	7	1022	84
2008.03.04	6	1026	24
2008.03.04	6	1027	9
2008.03.04	3	1030	25
2008.03.04	6	1034	3
2008.03.04	1	1035	34
2008.03.04	7	1038	46
2008.03.04	1	1042	27
2008.03.04	1	1043	5
2008.03.04	1	1047	39
2008.03.04	1	1049	68
2008.03.04	6	1052	64
2008.03.04	6	1055	98
2008.03.04	6	1057	29
2008.03.04	3	1058	75
2008.03.04	6	1059	35
2008.03.04	7	1060	72
2008.03.04	3	1062	71
2008.03.04	3	1066	65
2008.03.04	7	1068	20
2008.03.04	3	1072	30
2008.03.04	7	1076	19
2008.03.04	6	1080	41
2008.03.04	7	1084	80
2008.03.04	7	1087	72
2008.03.04	6	1088	1
2008.03.04	6	1092	1
2008.03.04	1	1093	55
2008.03.04	1	1095	99
2008.03.04	7	1099	18
2008.03.04	7	1100	44
2008.03.04	7	1104	64
2008.03.04	6	1106	11
2008.03.04	6	1108	68
2008.03.04	7	1110	72
2008.03.04	1	1112	7
2008.03.04	7	1114	6
2008.03.04	7	1115	27
2008.03.04	7	1118	85
2008.03.04	7	1120	84
2008.03.04	1	1123	42
2008.03.04	6	1127	36
2008.03.04	7	1131	82
2008.03.04	1	1132	48
2008.03.04	3	1135	25
2008.03.04	7	1139	28
2008.03.04	7	1141	63
2008.03.04	6	1143	42
2008.03.04	6	1144	98
2008.03.04	3	1148	16
2008.03.04	7	1149	29
2008.03.04	7	1150	23
2008.03.04	6	1152	31
2008.03.04	6	1153	39
2008.03.04	7	1157	79
2008.03.04	3	1160	38
2008.03.04	7	1164	49
2008.03.04	1	1165	95
2008.03.04	6	1168	14
2008.03.04	3	1171	87
2008.03.04	7	1173	25
2008.03.04	1	1176	87
2008.03.04	3	1178	33
2008.03.04	7	1179	71
2008.03.04	1	1180	18
2008.03.04	6	1183	7
2008.03.04	3	1185	36
2008.03.04	7	1187	89
2008.03.04	1	1191	7
2008.03.04	6	1193	37
2008.03.04	1	1195	24
2008.03.04	3	1196	42
2008.03.04	1	1200	62
2008.03.04	1	1204	68
2008.03.04	7	1207	95
2008.03.04	3	1209	29
2008.03.04	1	1213	1
2008.03.04	1	1216	97
2008.03.04	6	1220	52
2008.03.04	7	1222	50
2008.03.04	1	1226	25
2008.03.04	3	1227	61
2008.03.04	3	1229	93
2008.03.04	6	1233	6
2008.03.04	7	1237	33
2008.03.04	1	1239	59
2008.03.04	7	1242	18
2008.03.04	7	1243	95
2008.03.04	7	1244	25
2008.03.04	6	1245	45
2008.03.04	6	1246	14
2008.03.04	7	1250	20
2008.03.04	6	1253	2
2008.03.04	3	1255	57
2008.03.04	1	1259	11
2008.03.04	1	1260	78
2008.03.04	6	1264	62
2008.03.04	6	1265	58
2008.03.04	6	1268	99
2008.03.04	7	1269	36
2008.03.04	3	1271	8
2008.03.04	3	1274	93
2008.03.04	1	1276	62
2008.03.04	1	1279	99
2008.03.04	1	1280	38
2008.03.04	6	1284	63
2008.03.04	7	1286	10
2008.03.04	6	1290	61
2008.03.04	7	1294	52
2008.03.04	1	1296	33
2008.03.04	1	1298	21
2008.03.04	7	1301	57
2008.03.04	6	1304	25
2008.03.04	3	1307	6
2008.03.04	6	1309	28
2008.03.04	3	1313	87
2008.03.04	1	1316	17
2008.03.04	7	1319	78
2008.03.04	1	1322	57
2008.03.04	6	1325	53
2008.03.04	7	1327	1
2008.03.04	1	1328	85
2008.03.04	3	1332	41
2008.03.04	1	1333	26
2008.03.04	6	1336	53
2008.03.04	6	1337	14
2008.03.04	7	1339	11
2008.03.04	1	1341	86
2008.03.04	1	1345	44
2008.03.04	6	1348	4
2008.03.04	1	1352	63
2008.03.04	6	1353	54
2008.03.04	6	1354	10
2008.03.04	1	1358	14
2008.03.04	3	1360	2
2008.03.04	6	1362	56
2008.03.04	1	1364	14
2008.03.04	1	1368	58
2008.03.04	6	1372	12
2008.03.04	1	1373	93
2008.03.04	6	1377	2
2008.03.04	3	1378	37
2008.03.04	7	1381	30
2008.03.04	7	1384	64
2008.03.04	1	1386	77
2008.03.04	3	1387	51
2008.03.04	1	1390	21
2008.03.04	3	1393	35
2008.03.04	6	1394	18
2008.03.04	6	1398	98
2008.03.04	1	1401	95
2008.03.04	1	1403	11
2008.03.04	7	1407	38
2008.03.04	3	1408	80
2008.03.04	3	1411	55
2008.03.04	3	1414	84
2008.03.04	3	1417	2
2008.03.04	7	1421	97
2008.03.04	3	1424	49
2008.03.04	1	1426	93
2008.03.04	6	1429	15
2008.03.04	6	1430	48
2008.03.04	6	1434	27
2008.03.04	3	1438	37
2008.03.04	7	1441	6
2008.03.04	7	1442	34
2008.03.04	6	1443	40
2008.03.04	1	1447	14
2008.03.04	1	1450	90
2008.03.04	3	1453	53
2008.03.04	6	1456	37
2008.03.04	3	1459	13
2008.03.04	3	1463	54
2008.03.04	6	1467	8
2008.03.04	6	1468	19
2008.03.04	1	1471	72
2008.03.04	6	1472	4
2008.03.04	3	1475	95
2008.03.04	3	1479	84
2008.03.04	1	1482	53
2008.03.04	7	1485	36
2008.03.04	3	1486	19
2008.03.04	3	1488	34
2008.03.04	6	1492	67
2008.03.04	7	1493	27
2008.03.04	7	1497	75
2008.03.04	3	1498	68
2008.03.04	7	1502	17
2008.03.04	1	1505	55
2008.03.04	1	1508	67
2008.03.04	1	1509	87
2008.03.04	3	1512	1
2008.03.04	1	1514	41
2008.03.04	6	1517	93
2008.03.04	7	1518	45
2008.03.04	3	1521	19
2008.03.04	1	1522	12
2008.03.04	3	1524	53
2008.03.04	6	1525	78
2008.03.04	7	1527	71
2008.03.04	1	1531	66
2008.03.04	7	1534	48
2008.03.04	3	1536	50
2008.03.04	6	1540	58
2008.03.04	1	1544	6
2008.03.04	7	1547	77
2008.03.04	1	1550	7
2008.03.04	1	1554	79
2008.03.04	1	1558	29
2008.03.04	1	1559	20
2008.03.04	7	1563	24
2008.03.04	7	1565	35
2008.03.04	1	1566	37
2008.03.04	1	1568	38
2008.03.04	6	1570	73
2008.03.04	3	1573	25
2008.03.04	7	1575	30
2008.03.04	3	1579	70
2008.03.04	1	1583	82
2008.03.04	1	1585	49
2008.03.04	7	1588	7
2008.03.04	1	1590	37
2008.03.04	7	1593	76
2008.03.04	3	1596	9
2008.03.04	6	1597	67
2008.03.04	3	1598	38
2008.03.04	3	1600	54
2008.03.04	1	1603	1
2008.03.04	3	1606	13
2008.03.04	1	1609	73
2008.03.04	7	1610	17
2008.03.04	3	1611	29
2008.03.04	1	1613	43
2008.03.04	3	1616	43
2008.03.04	3	1620	64
2008.03.04	1	1621	90
2008.03.04	7	1625	28
2008.03.04	1	1627	47
2008.03.04	7	1631	95
2008.03.04	1	1635	87
2008.03.04	6	1639	55
2008.03.04	1	1642	85
2008.03.04	3	1643	12
2008.03.04	7	1644	18
2008.03.04	3	1647	38
2008.03.04	7	1649	29
2008.03.04	6	1651	12
2008.03.04	7	1652	82
2008.03.04	1	1655	6
2008.03.04	7	1659	65
2008.03.04	1	1662	48
2008.03.04	3	1665	41
2008.03.04	6	1669	57
2008.03.04	3	1673	7
2008.03.04	3	1677	65
2008.03.04	6	1680	16
2008.03.04	1	1684	93
2008.03.04	3	1687	83
2008.03.04	6	1689	18
2008.03.04	1	1691	83
2008.03.04	6	1692	14
2008.03.04	7	1696	93
2008.03.04	1	1700	56
2008.03.04	7	1703	86
2008.03.04	3	1706	19
2008.03.04	7	1709	19
2008.03.04	3	1712	78
2008.03.04	3	1715	23
2008.03.04	7	1716	8
2008.03.04	3	1717	9
2008.03.04	3	1719	84
2008.03.04	3	1720	94
2008.03.04	1	1723	81
2008.03.04	1	1724	31
2008.03.04	6	1726	75
2008.03.04	6	1727	49
2008.03.04	6	1728	40
2008.03.04	6	1731	78
2008.03.04	7	1732	50
2008.03.04	6	1736	40
2008.03.04	1	1740	82
2008.03.04	3	1744	60
2008.03.04	7	1745	10
2008.03.04	7	1746	15
2008.03.04	3	1750	9
2008.03.04	6	1753	38
2008.03.04	1	1755	54
2008.03.04	6	1759	23
2008.03.04	6	1762	20
2008.03.04	3	1763	28
2008.03.04	1	1766	41
2008.03.04	7	1768	66
2008.03.04	1	1771	15
2008.03.04	6	1772	7
2008.03.04	1	1776	94
2008.03.04	6	1778	44
2008.03.04	3	1782	94
2008.03.04	3	1785	17
2008.03.04	1	1787	45
2008.03.04	6	1791	28
2008.03.04	6	1792	59
2008.03.04	6	1796	86
2008.03.04	1	1800	73
2008.03.04	3	1801	2
2008.03.04	6	1803	8
2008.03.04	1	1806	37
2008.03.04	1	1808	19
2008.03.04	6	1812	82
2008.03.04	7	1816	20
2008.03.04	1	1820	98
2008.03.04	7	1821	88
2008.03.04	1	1823	97
2008.03.04	1	1825	58
2008.03.04	7	1829	55
2008.03.04	7	1833	24
2008.03.04	1	1835	47
2008.03.04	1	1839	60
2008.03.04	7	1841	47
2008.03.04	6	1845	42
2008.03.04	6	1849	31
2008.03.04	3	1852	46
2008.03.04	3	1855	36
2008.03.04	6	1859	46
2008.03.04	6	1860	49
2008.03.04	3	1862	17
2008.03.04	3	1864	17
2008.03.04	3	1868	17
2008.03.04	1	1872	2
2008.03.04	3	1873	71
2008.03.04	7	1876	28
2008.03.04	1	1880	6
2008.03.04	1	1882	88
2008.03.04	3	1883	6
2008.03.04	6	1886	57
2008.03.04	7	1888	31
2008.03.04	3	1890	10
2008.03.04	3	1891	17
2008.03.04	1	1892	20
2008.03.04	3	1895	3
2008.03.04	3	1899	65
2008.03.04	1	1901	42
2008.03.04	7	1902	18
2008.03.04	1	1903	28
2008.03.04	6	1907	55
2008.03.04	1	1910	34
2008.03.04	3	1914	25
2008.03.04	7	1917	37
2008.03.04	3	1920	79
2008.03.04	7	1924	11
2008.03.11	3	3	37
2008.03.11	2	7	77
2008.03.11	3	8	77
2008.03.11	2	10	17
2008.03.11	2	13	46
2008.03.11	2	14	52
2008.03.11	1	15	29
